85,131.9,144.4,1460.1,4944,2200,3.9317e+06,621.59,514.9,-9047.8,1.83,0.50095,23750,1288.7
86,131.9,144.4,1464.6,4964.8,2200,3.9555e+06,625.2,513.23,-9055.8,1.824,0.49939,23642,1285.8
87,131.9,144.4,1469,4985.3,2200,3.9791e+06,628.79,511.59,-9063.7,1.8181,0.49784,23535,1282.9
88,131.9,144.4,1473.4,5005.7,2200,4.0026e+06,632.34,509.97,-9071.4,1.8122,0.4963,23428,1280
89,131.9,144.4,1477.7,5026,2200,4.0258e+06,635.87,508.38,-9079.1,1.8064,0.49476,23322,1277.1
90,131.9,144.4,1482,5046.1,2200,4.0489e+06,639.36,506.8,-9086.7,1.8007,0.49323,23216,1274.2
91,131.9,144.4,1486.3,5066,2200,4.0718e+06,642.83,505.25,-9094.1,1.7951,0.49171,23111,1271.3
92,131.9,144.4,1490.5,5085.8,2200,4.0945e+06,646.27,503.72,-9101.5,1.7896,0.49019,23006,1268.4
93,131.9,144.4,1494.7,5105.5,2200,4.1171e+06,649.68,502.21,-9108.8,1.7841,0.48868,22902,1265.5
94,131.9,144.4,1498.8,5125,2200,4.1395e+06,653.07,500.72,-9116,1.7787,0.48718,22798,1262.6
95,131.9,144.4,1503,5144.4,2200,4.1617e+06,656.43,499.24,-9123,1.7734,0.48568,22694,1259.8
96,131.9,144.4,1507.1,5163.6,2200,4.1837e+06,659.76,497.79,-9130,1.7682,0.48419,22592,1256.9
97,131.9,144.4,1511.1,5182.7,2200,4.2056e+06,663.07,496.36,-9136.9,1.763,0.4827,22489,1254.1
98,131.9,144.4,1515.1,5201.6,2200,4.2274e+06,666.35,494.94,-9143.8,1.7579,0.48122,22387,1251.2
99,131.9,144.4,1519.1,5220.4,2200,4.249e+06,669.61,493.54,-9150.5,1.7528,0.47974,22286,1248.4
100,131.9,144.4,1523.1,5239.1,2200,4.2704e+06,672.85,492.16,-9157.2,1.7478,0.47828,22185,1245.6
